Results generated by BModes (v1.03.01, 25-Sept-2007, compiled using double precision) on 02-Aug-2020 at 13:12:11.
NREL 5MW Tower                                                                                     
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.242302E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.6487	-0.014885	-0.087213	 0.000000	 0.000000	 0.000572
 0.6758	-0.015841	 0.017534	 0.000000	 0.000000	 0.000620
 0.7028	-0.013873	 0.125995	 0.000000	 0.000000	 0.000651
 0.7298	-0.009151	 0.218092	 0.000000	 0.000000	 0.000663
 0.7568	-0.002389	 0.274527	 0.000000	 0.000000	 0.000656
 0.7839	 0.005249	 0.281784	 0.000000	 0.000000	 0.000628
 0.8109	 0.012341	 0.234855	 0.000000	 0.000000	 0.000579
 0.8379	 0.017484	 0.140001	 0.000000	 0.000000	 0.000507
 0.8649	 0.019592	 0.014555	 0.000000	 0.000000	 0.000415
 0.8919	 0.018205	-0.113473	 0.000000	 0.000000	 0.000303
 0.9189	 0.013700	-0.210776	 0.000000	 0.000000	 0.000173
 0.9460	 0.007382	-0.242732	 0.000000	 0.000000	 0.000027
 0.9730	 0.001458	-0.178329	 0.000000	 0.000000	-0.000130
 1.0000	-0.001121	 0.006904	 0.000000	 0.000000	-0.000296


 -------- Mode No.  19  (freq = 0.294807E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	-0.008754	-0.038117	 0.000000
 0.0035	 0.000000	 0.000000	-0.008879	-0.033967	 0.000000
 0.0104	 0.000000	 0.000000	-0.009085	-0.025094	 0.000000
 0.0174	 0.000000	 0.000000	-0.009227	-0.015564	 0.000000
 0.0244	 0.000000	 0.000000	-0.009301	-0.005507	 0.000000
 0.0313	 0.000000	 0.000000	-0.009303	 0.004943	 0.000000
 0.0383	 0.000000	 0.000000	-0.009232	 0.015655	 0.000000
 0.0453	 0.000000	 0.000000	-0.009085	 0.026497	 0.000000
 0.0522	 0.000000	 0.000000	-0.008863	 0.037338	 0.000000
 0.0592	 0.000000	 0.000000	-0.008565	 0.048050	 0.000000
 0.0662	 0.000000	 0.000000	-0.008194	 0.058509	 0.000000
 0.0731	 0.000000	 0.000000	-0.007751	 0.068596	 0.000000
 0.0801	 0.000000	 0.000000	-0.007240	 0.078197	 0.000000
 0.0870	 0.000000	 0.000000	-0.006663	 0.087204	 0.000000
 0.0940	 0.000000	 0.000000	-0.006027	 0.095520	 0.000000
 0.1010	 0.000000	 0.000000	-0.005335	 0.103053	 0.000000
 0.1079	 0.000000	 0.000000	-0.004593	 0.109723	 0.000000
 0.1149	 0.000000	 0.000000	-0.003809	 0.115459	 0.000000
 0.1219	 0.000000	 0.000000	-0.002988	 0.120201	 0.000000
 0.1288	 0.000000	 0.000000	-0.002137	 0.123901	 0.000000
 0.1358	 0.000000	 0.000000	-0.001265	 0.126521	 0.000000
 0.1399	 0.000000	 0.000000	-0.000743	 0.127550	 0.000000
 0.1497	 0.000000	 0.000000	 0.000516	 0.128441	 0.000000
 0.1567	 0.000000	 0.000000	 0.001409	 0.127729	 0.000000
 0.1636	 0.000000	 0.000000	 0.002293	 0.125918	 0.000000
 0.1706	 0.000000	 0.000000	 0.003160	 0.123032	 0.000000
 0.1776	 0.000000	 0.000000	 0.004004	 0.119112	 0.000000
 0.1845	 0.000000	 0.000000	 0.004817	 0.114208	 0.000000
 0.1915	 0.000000	 0.000000	 0.005592	 0.108382	 0.000000
 0.1985	 0.000000	 0.000000	 0.006324	 0.101710	 0.000000
 0.2054	 0.000000	 0.000000	 0.007007	 0.094276	 0.000000
 0.2124	 0.000000	 0.000000	 0.007636	 0.086175	 0.000000
 0.2194	 0.000000	 0.000000	 0.008206	 0.077511	 0.000000
 0.2263	 0.000000	 0.000000	 0.008714	 0.068398	 0.000000
 0.2333	 0.000000	 0.000000	 0.009158	 0.058955	 0.000000
 0.2403	 0.000000	 0.000000	 0.009535	 0.049311	 0.000000
 0.2472	 0.000000	 0.000000	 0.009844	 0.039598	 0.000000
 0.2507	 0.000000	 0.000000	 0.009974	 0.034759	 0.000000
 0.3203	 0.000000	 0.000000	 0.005731	-0.139954	 0.000000
 0.3797	 0.000000	 0.000000	-0.004495	-0.180730	 0.000000
 0.4248	 0.000000	 0.000000	-0.011461	-0.116200	 0.000000
 0.4596	 0.000000	 0.000000	-0.013927	-0.022058	 0.000000
 0.4866	 0.000000	 0.000000	-0.013380	 0.062088	 0.000000
 0.5137	 0.000000	 0.000000	-0.010596	 0.141086	 0.000000
 0.5407	 0.000000	 0.000000	-0.005913	 0.200688	 0.000000
 0.5677	 0.000000	 0.000000	-0.000021	 0.229168	 0.000000
 0.5947	 0.000000	 0.000000	 0.006123	 0.219008	 0.000000
 0.6217	 0.000000	 0.000000	 0.011443	 0.169031	 0.000000
 0.6487	 0.000000	 0.000000	 0.014928	 0.084956	 0.000000
 0.6758	 0.000000	 0.000000	 0.015817	-0.020178	 0.000000
 0.7028	 0.000000	 0.000000	 0.013777	-0.128550	 0.000000
 0.7298	 0.000000	 0.000000	 0.008993	-0.220021	 0.000000
 0.7568	 0.000000	 0.000000	 0.002194	-0.275338	 0.000000
 0.7839	 0.000000	 0.000000	-0.005447	-0.281147	 0.000000
 0.8109	 0.000000	 0.000000	-0.012501	-0.232708	 0.000000
 0.8379	 0.000000	 0.000000	-0.017567	-0.136614	 0.000000
 0.8649	 0.000000	 0.000000	-0.019574	-0.010535	 0.000000
 0.8919	 0.000000	 0.000000	-0.018080	 0.117247	 0.000000
 0.9189	 0.000000	 0.000000	-0.013487	 0.213294	 0.000000
 0.9460	 0.000000	 0.000000	-0.007130	 0.243025	 0.000000
 0.9730	 0.000000	 0.000000	-0.001237	 0.175667	 0.000000
 1.0000	 0.000000	 0.000000	 0.001225	-0.012929	 0.000000


 -------- Mode No.  20  (freq = 0.414168E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000003	 0.000008	 0.000000	 0.000000	 0.000000
 0.0035	 0.000003	 0.000006	 0.000000	 0.000000	 0.002194
 0.0104	 0.000003	 0.000001	 0.000000	 0.000000	 0.006572
 0.0174	 0.000003	-0.000003	 0.000000	 0.000000	 0.010924
 0.0244	 0.000003	-0.000008	 0.000000	 0.000000	 0.015233
 0.0313	 0.000003	-0.000013	 0.000000	 0.000000	 0.019481
 0.0383	 0.000003	-0.000018	 0.000000	 0.000000	 0.023650
 0.0453	 0.000003	-0.000023	 0.000000	 0.000000	 0.027725
 0.0522	 0.000003	-0.000028	 0.000000	 0.000000	 0.031690
 0.0592	 0.000003	-0.000032	 0.000000	 0.000000	 0.035527
 0.0662	 0.000002	-0.000037	 0.000000	 0.000000	 0.039223
 0.0731	 0.000002	-0.000040	 0.000000	 0.000000	 0.042762
 0.0801	 0.000002	-0.000043	 0.000000	 0.000000	 0.046129
 0.0870	 0.000001	-0.000046	 0.000000	 0.000000	 0.049313
 0.0940	 0.000001	-0.000048	 0.000000	 0.000000	 0.052299
 0.1010	 0.000001	-0.000050	 0.000000	 0.000000	 0.055076
 0.1079	 0.000000	-0.000050	 0.000000	 0.000000	 0.057633
 0.1149	 0.000000	-0.000050	 0.000000	 0.000000	 0.059959
 0.1219	 0.000000	-0.000050	 0.000000	 0.000000	 0.062046
 0.1288	-0.000001	-0.000049	 0.000000	 0.000000	 0.063884
 0.1358	-0.000001	-0.000047	 0.000000	 0.000000	 0.065467
 0.1399	-0.000001	-0.000046	 0.000000	 0.000000	 0.066278
 0.1497	-0.000002	-0.000041	 0.000000	 0.000000	 0.067843
 0.1567	-0.000002	-0.000038	 0.000000	 0.000000	 0.068626
 0.1636	-0.000002	-0.000034	 0.000000	 0.000000	 0.069134
 0.1706	-0.000002	-0.000029	 0.000000	 0.000000	 0.069367
 0.1776	-0.000003	-0.000024	 0.000000	 0.000000	 0.069321
 0.1845	-0.000003	-0.000019	 0.000000	 0.000000	 0.068999
 0.1915	-0.000003	-0.000013	 0.000000	 0.000000	 0.068401
 0.1985	-0.000003	-0.000008	 0.000000	 0.000000	 0.067529
 0.2054	-0.000003	-0.000002	 0.000000	 0.000000	 0.066387
 0.2124	-0.000003	 0.000004	 0.000000	 0.000000	 0.064980
 0.2194	-0.000003	 0.000010	 0.000000	 0.000000	 0.063313
 0.2263	-0.000003	 0.000015	 0.000000	 0.000000	 0.061393
 0.2333	-0.000003	 0.000021	 0.000000	 0.000000	 0.059227
 0.2403	-0.000002	 0.000026	 0.000000	 0.000000	 0.056825
 0.2472	-0.000002	 0.000031	 0.000000	 0.000000	 0.054195
 0.2507	-0.000002	 0.000033	 0.000000	 0.000000	 0.052798
 0.3203	 0.000002	 0.000070	 0.000000	 0.000000	-0.016264
 0.3797	 0.000005	 0.000015	 0.000000	 0.000000	-0.078822
 0.4248	 0.000004	-0.000050	 0.000000	 0.000000	-0.116420
 0.4596	 0.000002	-0.000086	 0.000000	 0.000000	-0.134363
 0.4866	-0.000001	-0.000093	 0.000000	 0.000000	-0.139740
 0.5137	-0.000003	-0.000080	 0.000000	 0.000000	-0.136819
 0.5407	-0.000005	-0.000046	 0.000000	 0.000000	-0.125305
 0.5677	-0.000006	 0.000001	 0.000000	 0.000000	-0.105363
 0.5947	-0.000005	 0.000050	 0.000000	 0.000000	-0.077715
 0.6217	-0.000003	 0.000090	 0.000000	 0.000000	-0.043593
 0.6487	 0.000000	 0.000109	 0.000000	 0.000000	-0.004560
 0.6758	 0.000003	 0.000101	 0.000000	 0.000000	 0.037180
 0.7028	 0.000005	 0.000066	 0.000000	 0.000000	 0.079329
 0.7298	 0.000006	 0.000011	 0.000000	 0.000000	 0.119424
 0.7568	 0.000006	-0.000051	 0.000000	 0.000000	 0.154741
 0.7839	 0.000003	-0.000104	 0.000000	 0.000000	 0.182928
 0.8109	 0.000000	-0.000132	 0.000000	 0.000000	 0.201746
 0.8379	-0.000003	-0.000125	 0.000000	 0.000000	 0.209383
 0.8649	-0.000006	-0.000085	 0.000000	 0.000000	 0.204595
 0.8919	-0.000008	-0.000022	 0.000000	 0.000000	 0.186794
 0.9189	-0.000007	 0.000044	 0.000000	 0.000000	 0.156077
 0.9460	-0.000006	 0.000084	 0.000000	 0.000000	 0.113243
 0.9730	-0.000003	 0.000069	 0.000000	 0.000000	 0.060188
 1.0000	-0.000003	-0.000026	 0.000000	 0.000000	-0.000885
=================================================================================
